lga,policyName,policyURL,pdf_path,lga_id,policy_id,num_page
Augusta-Margaret River,Climate Action Report Card 2022,https://www.amrshire.wa.gov.au/getmedia/5aabc6fd-f8f0-44a5-b89d-1ecc146bd957/Climate-Action-Report-Card-2022.pdf,lga_ShireofAugustaMargaretRiver_20230829_ClimateActionReportCard2022.pdf,LGA50280,LGA50280_2,18
Balranald,Balranald Community Development Plan NCCP,https://balranald.nsw.gov.au/wp-content/uploads/2014/03/Balranald-Community-Development-Plan-.pdf,lga_BalranaldShireCouncil_20230829_BalranaldCommunityDevelopmentPlanNCCP.pdf,LGA10300,LGA10300_1,50
Banana,Environmental Sustainability Policy NCCP,https://www.banana.qld.gov.au/downloads/file/5816/environmental-sustainability-policy,lga_BananaShire_20230829_EnvironmentalSustainabilityPolicyNCCP.pdf,LGA30370,LGA30370_1,2
Barcaldine,Environmental Management NCCP,https://www.barcaldinerc.qld.gov.au/downloads/file/1444/ehp001-brc-policy-environmental-management-adopted-10-sept-2018,lga_BarcaldineRegionalCouncil_20230829_EnvironmentalManagementNCCP.pdf,LGA30410,LGA30410_1,3
Barcoo,Local Disaster Management Plan NCCP,https://www.barcoo.qld.gov.au/images/disaster-management/BSC_Local_Disaster_Management_Master_Plan_October_2021.pdf,lga_BarcooShireCouncil_20230829_LocalDisasterManagementPlanNCCP.pdf,LGA30450,LGA30450_1,60
Barkly,Regional plan 2023-2024 NCCP,https://www.barkly.nt.gov.au/uploads/agendas/Corporate-Documents/Regional-plan-2023-2024-V18-COMPRESSED.pdf,lga_BarklyRegionalCouncil_20230829_Regionalplan2023-2024NCCP.pdf,LGA70420,LGA70420_1,93
Baw Baw,Council Plan 2021-2025 Annual review 2023-2024,https://www.bawbawshire.vic.gov.au/files/sharedassets/public/corporate-planning/documents/202324-budget/adopted-documents/council-plan-2021-2025-2023-2024-annual-review_update.pdf,lga_BawBawShireCouncil_20230829_CouncilPlan2021-2025AnnualReview2023-2024.pdf,LGA20830,LGA20830_1,30
Baw Baw,Environmental Sustainability Strategy 2022-2030,https://www.bawbawshire.vic.gov.au/files/sharedassets/public/environment/documents/environmental-sustainability-strategy-2022-2030.pdf,lga_BawBawShireCouncil_20230829_EnvironmentalSustainabilityStrategy2022-2030.pdf,LGA20830,LGA20830_2,20
Bega Valley,Climate Change Risk Assessment Adaptation Report 2010,https://begavalley.nsw.gov.au/page.asp?f=RES-USR-26-10-82,lga_BegaValleyShireCouncil_20230829_ClimateChangeRiskAssessmentAdaptationReport2010.pdf,LGA10550,LGA10550_1,58
Bellingen,Climate Emergency Response Framework,https://www.bellingen.nsw.gov.au/files/sharedassets/public/files/environment/adopted-bellingen-climate-emergency-response-framework.pdf,lga_BellingenShireCouncil_20230829_BellingenClimateEmergencyResponseFramework.pdf,LGA10600,LGA10600_1,14
Bellingen,Bellingen Shire Community Climate Action Plan 2022,https://www.bellingen.nsw.gov.au/files/sharedassets/public/files/environment/community-climate-action-plan-2022.pdf,Bellingen_Shire_Community_Climate_Action_Plan_2022_43.pdf,LGA10600,LGA10600_2,21
Belyuen,Shire Plan 2022-2023 NCCP,https://static.s123-cdn-static-d.com/uploads/3368524/normal_62be436924dd1.pdf,lga_BelyuenCommunityGovernmentCouncil_20230829_ShirePlan2022-2023NCCP.pdf,LGA70540,LGA70540_1,25
Benalla,Climate Change Adaptation Action Plan 2013-2025 Information sheet,https://www.benalla.vic.gov.au/files/assets/public/all-pdfs/information-climate-change-information-sheet.pdf,lga_BenallaRuralCityCouncil_20230829_ClimateChangeAdaptationActionPlan2013-2025Informationsheet.pdf,LGA21010,LGA21010_1,1
Benalla,Council Plan 2021-2025 ,https://www.benalla.vic.gov.au/files/assets/public/all-pdfs/documents-for-inspection/council-plan-2021-2025.pdf,lga_BenallaRuralCityCouncil_20230829_CouncilPlan2021-2025.pdf,LGA21010,LGA21010_2,44
Benalla,BRCC Action Plan 2021-25 to June 2023,https://www.benalla.vic.gov.au/files/content/public/your-council/council-documents/council-plan-2021-2025/brcc_actionplan_2021-25_tojune2023.pdf,lga_BenallaRuralCityCouncil_20230829_BRCCActionPlan2021-25toJune2023.pdf,LGA21010,LGA21010_3,10
Benalla,We Live in a Changing Climate Information sheet,https://www.benalla.vic.gov.au/files/assets/public/all-pdfs/info-we-live-in-a-changing-climate.pdf,lga_BenallaRuralCityCouncil_20230829_WeLiveinaChangingClimateInformationsheet.pdf,LGA21010,LGA21010_4,2
Berri and Barmera,Environmental Management and Sustainability Strategy Adopted July 2020,https://lgasa-search.squiz.cloud/s/redirect?collection=berri-barmera-council-meta&url=https%3A%2F%2Fwww.berribarmera.sa.gov.au%2F__data%2Fassets%2Fpdf_file%2F0040%2F757894%2FEnvironmental-Management-and-Sustainability-Strategy-Adopted-July-2020.pdf&auth=IvphkHblJrrp7WX1ex12qQ&profile=_default&rank=6&query=climate+%7CpageType%3A%22%24%2B%2B+Documents+%24%2B%2B%22,lga_BerriBarmeraCouncil_20230830_EnvironmentalManagementandSustainabilityStrategyAdoptedJuly2020.pdf,LGA40520,LGA40520_1,19
Berrigan,Berrigan Shire Council Strategic Risk Plan,https://www.berriganshire.nsw.gov.au/files/assets/public/01-council/gov.-amp-transparency/plans-and-strategies/berrigan-shire-council-strategic-risk-plan-20.07.2022.pdf,lga_BerriganShire_20230830_BerriganShireCouncilStrategicRiskPlan.pdf,LGA10650,LGA10650_1,15
Bland,Building Climate Resilient Unsealed Roads Hollands Lane Trial,https://www.blandshire.nsw.gov.au/files/sharedassets/public/v/1/hollands-lane/building-climate-resilient-unsealed-roads-hollands-lane-trial.pdf,lga_BlandShireCouncil_20230830_BuildingClimateResilientUnsealedRoadsHollandsLaneTrial.pdf,LGA10800,LGA10800_1,77
Bland,Bland Waste Management Strategy,https://www.blandshire.nsw.gov.au/files/sharedassets/public/policies-and-procedures-website/policies-and-procedures/bland-waste-management-strategy.pdf,lga_BlandShireCouncil_20230830_BlandWasteManagementStrategy.pdf,LGA10800,LGA10800_2,52
Bland,Community Plan 2011-2016,https://www.blandshire.nsw.gov.au/files/sharedassets/public/policies-and-procedures-website/policies-and-procedures/community-plan-2011-2016_0.pdf,lga_BlandShireCouncil_20230830_CommunityPlan2011-2016.pdf,LGA10800,LGA10800_3,16
Blayney,Community Strategic Plan April 2022,https://www.blayney.nsw.gov.au/ArticleDocuments/202/Final%20CSP%20-%20April%202022.pdf.aspx?OverrideExpiry=Y,lga_BlayneyShireCouncil_20230830_CommunityStrategicPlanApril2022.pdf,LGA10850,LGA10850_1,32
Bogan,Bogan Shire Council Annual Report 2021-2022 NCCP,https://www.bogan.nsw.gov.au/images/Bogan_Shire_Council_Annual_Report_2021-2022.pdf,lga_BoganShireCouncil_20230920_BoganShireCouncilAnnualReport2021-2022NCCP.pdf,LGA10950,LGA10950_1,161
Boyup Brook,Strategic Community Plan FINAL 1,https://www.boyupbrook.wa.gov.au/Profiles/boyupbrook/Assets/ClientData/_Strategic_Community_Plan_FINAL__1_.pdf,lga_ShireofBoyupBrook_20230830_StrategicCommunityPlanFINAL1.pdf,LGA50770,LGA50770_1,24
Break O'Day,BreakO’Day Council Municipal Management Plan Climate Change Impacts Report ,https://www.bodc.tas.gov.au/wp-content/uploads/2018/06/Final.BOD_.MMP_.Responding-to-Climate-Change.Sept-13.pdf,lga_BreakO'DayCouncil_20230830_BreakO’DayCouncilMunicipalManagementPlanClimateChangeImpactsReport.pdf,LGA60210,LGA60210_1,63
Brewarrina,Brewarrina Shire Council Annual Report NCCP,https://www.brewarrina.nsw.gov.au/f.ashx/12.12.22-Final-Brewarrina-Shire-Council-Annual-Report.pdf,lga_BrewarrinaShireCouncil_20230920_BrewarrinaShireCouncilAnnualReportNCCP.pdf,LGA11200,LGA11200_1,77
Broken Hill,Community Strategic Plan Your Broken Hill 2040 ,https://www.brokenhill.nsw.gov.au/files/assets/public/documents/ipampr-strategic-plans/community-strategic-plan-your-broken-hill-2040-adopted-29.06.2022.pdf,lga_BrokenHillCityCouncil_20230830_CommunityStrategicPlanYourBrokenHill2040.pdf,LGA11250,LGA11250_1,39
Broken Hill,Broken Hill Profile and Trends SGS Economics and Planning,https://www.brokenhill.nsw.gov.au/files/assets/public/documents/strategies-and-other-documents/broken-hill-profile-and-trends-sgs-economics-and-planning.pdf,lga_BrokenHillCityCouncil_20230830_BrokenHillProfileandTrendsSGSEconomicsandPlanning.pdf,LGA11250,LGA11250_2,23
Brookton,Attachment 17112204 A Brookton Strategic Plan eVersion,https://www.brookton.wa.gov.au/council-meetings/ordinary-council-meeting/17-november-2022-ordinary-meeting-of-council/101/documents/attachment-17112204a-brookton-strategic-plan-eversion.pdf,lga_ShireofBrookton_20230830_Attachment17112204ABrooktonStrategicPlaneVersion.pdf,LGA50910,LGA50910_1,21
Broome,Broome Townsite Coastal Hazard Risk Management and Adaptation Plan CHRMAP,https://www.broome.wa.gov.au/files/assets/public/services/major-projects/final-chrmap-report.pdf,lga_ShireOfBroome_20230830_BroomeTownsiteCoastalHazardRiskManagementandAdaptationPlanCHRMAP.pdf,LGA50980,LGA50980_1,325
Bruce Rock,Freedom of Information Statement,https://www.brucerock.wa.gov.au/documents/659/freedom-of-information-statement,lga_ShireofBruceRock_20230920_FreedomofInformationStatement.pdf,LGA51120,LGA51120_1,23
Bruce Rock,Strategic Resource Plan 2018-2033,https://www.brucerock.wa.gov.au/documents/1152/strategic-resource-plan-2018-2033,lga_ShireofBruceRock_20230920_StrategicResourcePlan2018-2033.pdf,LGA51120,LGA51120_2,67
Buloke,Buloke Shire Climate Change Mitigation Adaptation Report,https://www.buloke.vic.gov.au/ArticleDocuments/1236/Buloke%20Shire%20Climate%20Change%20Mitigation%20Adaptation%20Report%20FINAL.pdf.aspx,lga_BulokeShireCouncil_20230830_BulokeShireClimateChangeMitigationAdaptationReport.pdf,LGA21270,LGA21270_1,53
Buloke,Buloke Shire Climate Action Plan ,https://www.buloke.vic.gov.au/ArticleDocuments/1237/Buloke%20Shire%20Climate%20Action%20Plan%20FINAL.pdf.aspx,lga_BulokeShireCouncil_20230830_BulokeShireClimateActionPlan.pdf,LGA21270,LGA21270_2,6
Burdekin,2020-2024 Reef Guardian Council Action Plan,https://www.burdekin.qld.gov.au/downloads/file/1905/reef-guardian-council-action-plan-2020-2024,lga_BurdekinShireCouncil_20230830_2020-2024ReefGuardianCouncilActionPlan.pdf,LGA31900,LGA31900_1,7
Burke,Coastal Hazard Adaptation Strategy Phase 8 Summary Report v2,https://www.burke.qld.gov.au/downloads/file/761/burke-shire-chas-phase-8-summary-report-v2,lga_BurkeShireCouncil_20230830_CoastalHazardAdaptationStrategyPhase8SummaryReportv2.pdf,LGA31950,LGA31950_1,26
Burke,Coastal Hazard Adaptation Strategy v2,https://www.burke.qld.gov.au/downloads/file/734/coastal-hazard-adaptation-strategy,lga_BurkeShireCouncil_20230830_CoastalHazardAdaptationStrategyv2.pdf,LGA31950,LGA31950_2,44
Cabonne,Cabonne Recovery Plan,https://www.cabonne.nsw.gov.au/files/sharedassets/public/council/business-papers-reports-policies-and-publications/plans-and-stategies/final-cabonne-recovery-plan.pdf,lga_CabonneCouncil_20230920_CabonneRecoveryPlan.pdf,LGA11400,LGA11400_1,74
Carnarvon,Policy Manual July -2023 NCCP,https://www.carnarvon.wa.gov.au/documents/142/policy-manual-july-2023,lga_ShireofCarnarvon_20230920_PolicyManualJuly-2023NCCP.pdf,LGA51540,LGA51540_1,251
Carpentaria,Carpentaria Shire Coastal Hazard Adaptation Strategy,https://www.carpentaria.qld.gov.au/edrms/download/NTA3MzgyfHxXZWJzaXRlIC0gTkVXL1NlcnZpY2VzL0NvYXN0YWwgSGF6YXJkIEFkYXB0YXRpb24gU3RyYXRlZ3kvMSAtIENhcnBlbnRhcmlhIFNoaXJlIENIQVNfdjUucGRm,lga_CarpentariaShire_20230831_CarpentariaShireCoastalHazardAdaptationStrategyOurSharedValues_01.pdf,LGA32250,LGA32250_1,44
Carpentaria,Carpentaria Shire Coastal Hazard Adaptation Strategy Supplement A Factsheets and Project Updates v2,https://www.carpentaria.qld.gov.au/edrms/download/NTA4NjAzfHxXZWJzaXRlIC0gTkVXL1NlcnZpY2VzL0NvYXN0YWwgSGF6YXJkIEFkYXB0YXRpb24gU3RyYXRlZ3kvMiAtIFN1cHBsZW1lbnQgQSBGYWN0c2hlZXRzIGFuZCBQcm9qZWN0IFVwZGF0ZXMgdjIucGRm,lga_CarpentariaShire_20230831_CarpentariaShireCoastalHazardAdaptationStrategySupplementAFactsheetsandProjectUpdatesv2.pdf,LGA32250,LGA32250_2,16
Carpentaria,Carpentaria Shire Coastal Hazard Adaptation Strategy Our Shared Values,https://www.carpentaria.qld.gov.au/edrms/download/NDkyNDI5fHxXZWJzaXRlIC0gTkVXL1NlcnZpY2VzL0NvYXN0YWwgSGF6YXJkIEFkYXB0YXRpb24gU3RyYXRlZ3kvQ2FycGVudGFyaWFfQ0hBU19PdXIgU2hhcmVkIFZhbHVlcy5wZGY,lga_CarpentariaShire_20230831_CarpentariaShireCoastalHazardAdaptationStrategyOurSharedValues_02.pdf,LGA32250,LGA32250_3,4
Carpentaria,Carpentaria Shire Local Disaster Management Plan AUG22-1,https://www.carpentaria.qld.gov.au/edrms/download/NTMxMjIwfHxXZWJzaXRlIC0gTkVXL0NvdW5jaWwvUHVibGljYXRpb25zL0Rpc2FzdGVyIE1hbmFnZW1lbnQgUGxhbi9DYXJwZW50YXJpYSBTaGlyZSBMb2NhbCBEaXNhc3RlciBNYW5hZ2VtZW50IFBsYW4gQVVHMjIucGRm,lga_CarpentariaShire_20230831_CarpentariaShireLocalDisasterManagementPlanAUG22-1.pdf,LGA32250,LGA32250_4,100
Cassowary Coast,Reef Guardian Cassowary Coast Regional Council Action Plan 2023,https://www.cassowarycoast.qld.gov.au/downloads/file/4420/reef-guardian-cassowary-coast-regional-council-action-plan-2023,lga_CassowaryCoastRegionalCouncil_20230831_ReefGuardianCassowaryCoastRegionalCouncilActionPlan2023.pdf,LGA32260,LGA32260_1,8
Cassowary Coast,Liveable Cassowary Coast Regional Council Community Plan Lifestyle and Wellbeing Profile Report,https://www.cassowarycoast.qld.gov.au/downloads/file/1891/liveable-ccrc-community-plan-lifestyle-and-well-being-profile-report,lga_CassowaryCoastRegionalCouncil_20230831_LiveableCassowaryCoastRegionalCouncilCommunityPlanLifestyleandWellbeingProfileReport.pdf,LGA32260,LGA32260_2,53
Cassowary Coast,Liveable Cassowary Coast Plan 2020 Action Plans,https://www.cassowarycoast.qld.gov.au/downloads/file/1893/liveable-cassowary-coast-plan-2020---action-plans,lga_CassowaryCoastRegionalCouncil_20230831_LiveableCassowaryCoastPlan2020ActionPlans.pdf,LGA32260,LGA32260_3,29
Ceduna,Council Meeting Agenda & The Eyre Peninsula Strategic Regional Plan 2023-2026,https://lgasa-search.squiz.cloud/s/redirect?collection=ceduna-council-meta&url=https%3A%2F%2Flgasa-web.squiz.cloud%2F%3Fa%3D1416780&auth=q2OCVEb9040%2FvriQrqpQcQ&profile=_default&rank=1&query=Strategic+Regional+Plan+2023-2026,lga_TheDistrictCouncilofCeduna_20230831_CouncilMeetingAgenda&TheEyrePeninsulaStrategicRegionalPlan2023-2026.pdf,LGA41010,LGA41010_1,201
Ceduna,Western Eyre Peninsula Regional Public Health Plan Final,https://www.ceduna.sa.gov.au/__data/assets/pdf_file/0023/243824/Western-Eyre-Peninsula-RPHP-Final-100315B.pdf,lga_TheDistrictCouncilofCeduna_20230831_WesternEyrePeninsulaRegionalPublicHealthPlanFinal.pdf,LGA41010,LGA41010_2,63
Central Darling,Central Darling Shire Council Annual Report 2021-2022 NCCP,https://www.centraldarling.nsw.gov.au/files/assets/public/v/1/other-planning-documents/annual-report-2021-2022/central-darling-shire-council-approved-annual-report-2021-2022.pdf,lga_CentralDarlingShireCouncil_20230920_CentralDarlingShireCouncilAnnualReport2021-2022NCCP.pdf,LGA11700,LGA11700_1,152
Central Goldfields,Central Goldfields Climate Action Plan 2022-2030,https://engage.cgoldshire.vic.gov.au/download_file/369/487,lga_CentralGoldfieldsShireCouncil_20230831_CentralGoldfieldsClimateActionPlan2022-2030.pdf,LGA21670,LGA21670_1,36
Central Goldfields,Climate Conversation Report Oct 2022,https://engage.cgoldshire.vic.gov.au/download_file/view/365/487,lga_CentralGoldfieldsShireCouncil_20230831_ClimateConversationReportOct2022.pdf,LGA21670,LGA21670_2,2
Central Goldfields,CGSC Climate Action Plan Report v B.0,https://engage.cgoldshire.vic.gov.au/download_file/167/487,lga_CentralGoldfieldsShireCouncil_20230831_CGSCClimateActionPlanReportvB.0.pdf,LGA21670,LGA21670_3,71
Central Goldfields,Central Goldfields Shire Climate Action Plans Summary Factsheet,https://engage.cgoldshire.vic.gov.au/download_file/316/487,lga_CentralGoldfieldsShireCouncil_20230831_CentralGoldfieldsShireClimateActionPlansSummaryFactsheet.pdf,LGA21670,LGA21670_4,2
Chittering,Policy Register NCCP,https://www.chittering.wa.gov.au/Profiles/chittering/Assets/ClientData/Document-Centre/Publications/Policy_Register.pdf,lga_ShireofChittering_20230920_PolicyRegisterNCCP.pdf,LGA51680,LGA51680_1,259
Clare and Gilbert Valleys,CommunityEmergencyManagementPolicy,https://www.claregilbertvalleys.sa.gov.au/__data/assets/pdf_file/0027/1269108/Community-Emergency-Management-Policy.pdf,lga_ClareandGilbertValleysCouncil_20230831_CommunityEmergencyManagementPolicy.pdf,LGA41140,LGA41140_1,6
Clare and Gilbert Valleys,19 July 2023 PUBLIC Ordinary Council Meeting agenda,https://lgasa-search.squiz.cloud/s/redirect?collection=clare-and-gilbert-valleys-council-meta&url=https%3A%2F%2Flgasa-web.squiz.cloud%2F%3Fa%3D1438372&auth=jwp0fJNECtUkdq7bDNDeuw&profile=_default&rank=1&query=climate,lga_ClareandGilbertValleysCouncil_20230831_19July2023PUBLICOrdinaryCouncilMeetingagenda.pdf,LGA41140,LGA41140_2,303
Clare and Gilbert Valleys,Annual Business Plan 2023-2024,https://lgasa-search.squiz.cloud/s/redirect?collection=clare-and-gilbert-valleys-council-meta&url=https%3A%2F%2Fwww.claregilbertvalleys.sa.gov.au%2F__data%2Fassets%2Fpdf_file%2F0026%2F1441952%2FAnnual-Business-Plan-2023-2024.pdf&auth=exX3jQr7WyafFSfWv%2BnJpA&profile=_default&rank=2&query=annual+business+plan,lga_ClareandGilbertValleysCouncil_20230831_AnnualBusinessPlan2023-2024.pdf,LGA41140,LGA41140_3,42
Clarence Valley,Climate Change Policy V4,https://www.clarence.nsw.gov.au/files/sharedassets/public/policies/climate-change-v4.pdf,lga_ClarenceValleyCouncil_20230901_ClimateChangePolicyV4.pdf,LGA11730,LGA11730_1,3
Clarence Valley,100 Renewables Report,https://www.clarence.nsw.gov.au/files/assets/public/council/files/strategies-adopted/100-renewables-report.pdf,lga_ClarenceValleyCouncil_20230901_100RenewablesReport.pdf,LGA11730,LGA11730_2,80
Cleve,Environmental Policy 5.1,https://www.cleve.sa.gov.au/__data/assets/pdf_file/0024/517650/policy_5.1_-_environment_policy-1.pdf,lga_DistrictCouncilofCleve_20230901_EnvironmentalPolicy5.1.pdf,LGA41190,LGA41190_1,5
Cloncurry,Cloncurry Shire Council AM Plan Water,https://www.cloncurry.qld.gov.au/downloads/file/2265/water-asset-management-plan,lga_CloncurryShireCouncil_20230920_CloncurryShireCouncilAMPlanWater.pdf,LGA32450,LGA32450_1,49
Cobar,Community Strategic Plan Cobar Shire 2025,https://www.cobar.nsw.gov.au/wp-content/uploads/2021/11/01_-_Community_Strategic_Plan_-_Cobar_Shire_2025_Web.pdf,lga_CobarShireCouncil_20230920_CommunityStrategicPlanCobarShire2025.pdf,LGA11750,LGA11750_1,20
Colac Otway,Colac Otway Shire Council Climate Change Action Plan Draft - 20230526,https://www.colacotway.vic.gov.au/files/assets/public/v/1/trimfiles/council-and-the-shire/environmental-strategy-plans-2022-2023/colac-otway-shire-council-environmental-sustainability-strategy-2023-2033-for-consultation-watermarked.pdf,lga_ColacOtwayShireCouncil_20230901_ColacOtwayShireCouncilClimateChangeActionPlanDraft-20230526.pdf,LGA21750,LGA21750_1,39
Colac Otway,Colac Otway Shire Council Environmental Sustainability Strategy 2023-2033,https://www.colacotway.vic.gov.au/files/assets/public/v/1/trimfiles/council-and-the-shire/website-updates-2022-2023/colac-otway-shire-council-climate-change-action-plan-draft-20230526.pdf,lga_ColacOtwayShireCouncil_20230901_ColacOtwayShireCouncilEnvironmentalSustainabilityStrategy2023-2033.pdf,LGA21750,LGA21750_2,39
Colac Otway,Environmental Sustainability Policy 20.1 Colac Otway Reviewed Final - 202108136,https://www.colacotway.vic.gov.au/files/assets/public/v/1/trimfiles/council-and-the-shire/infrastructure-services-incoming-advice-2021-2022/d21-171482-20.1-environmental-sustainability-policy-colac-otway-reviewed-final-202108136.pdf,lga_ColacOtwayShireCouncil_20230901_EnvironmentalSustainabilityPolicy20.1ColacOtwayReviewedFinal-202108136.pdf,LGA21750,LGA21750_3,4
Colac Otway,Environmental Sustainability Framework Colac Otway Final - 2021,https://www.colacotway.vic.gov.au/files/assets/public/v/1/trimfiles/council-and-the-shire/climate-change-adaptation-2021-2022/environmental-sustainability-framework-colac-otway-final-2021.pdf,lga_ColacOtwayShireCouncil_20230901_EnvironmentalSustainabilityFrameworkColacOtwayFinal-2021.pdf,LGA21750,LGA21750_4,1
Coober Pedy,Coober Pedy Regional Public Health Plan,https://lgasa-search.squiz.cloud/s/redirect?collection=coober-pedy-council-meta&url=https%3A%2F%2Flgasa-web.squiz.cloud%2F%3Fa%3D148961&auth=Q0JdJUVXrSZw9xAJON8HhA&profile=_default&rank=2&query=climate,lga_DistrictCouncilofCooberPedy_20230901_CooberPedyRegionalPublicHealthPlan.pdf,LGA41330,LGA41330_1,71
Cook,Cook Shire Community Plan 2021-2031,https://www.cook.qld.gov.au/council-desc/documents/strategic/cook-shire-community-plan-2021-2031.pdf/@@download/file/cook-shire-community-plan-2021-2031.pdf,lga_CookShireCouncil_20230901_CookShireCommunityPlan2021-2031.pdf,LGA32500,LGA32500_1,26
The Coorong,Community Vision Plan 2021-2025,"https://www.coorong.sa.gov.au/__data/assets/pdf_file/0029/847415/Community-Vision-Plan-2021-2025,-Final-high-resolution.pdf",lga_CoorongDistrictCouncil_20230901_CommunityVisionPlan2021-2025.pdf,LGA47800,LGA47800_1,32
Corangamite,Corangamite Shire Environment & Sustainability Strategy 2014-2019,https://www.corangamite.vic.gov.au/files/assets/public/documents/plans-amp-strategies/environment-plans/strategy-council-corangamite-shire-environment-2019.pdf,lga_CorangamiteShireCouncil_20230901_CorangamiteShireEnvironment&SustainabilityStrategy2014-2019.pdf,LGA21830,LGA21830_1,32
Corangamite,Urban Street Trees Management Policy,https://www.corangamite.vic.gov.au/files/assets/public/documents/policies/assets-amp-infrastructure/urban-street-trees-management-adopted-19.pdf,lga_CorangamiteShireCouncil_20230901_UrbanStreetTreesManagementPolicy.pdf,LGA21830,LGA21830_2,29
Corangamite,Community Vision Plan 2040,https://www.corangamite.vic.gov.au/files/assets/public/documents/plans-amp-strategies/2040-vision/community-vision-report_web.pdf,lga_CorangamiteShireCouncil_20230901_CommunityVisionPlan2040.pdf,LGA21830,LGA21830_3,32
Cowra,Cowra Local Strategic Planning Policy 2020,https://www.cowracouncil.com.au/files/assets/public/v/1/council/governance-and-transparency/environmental-services-plans-and-reports/policy-cowra-local-strategic-planning-statement-adopted-council-meeting-24-august-2020-final-pdf-print-version-a4-current.pdf,lga_CowraCouncil_20230901_CowraLocalStrategicPlanningPolicy2020.pdf,LGA12350,LGA12350_1,37
Cranbrook,2023 Policy Manual NCCP,https://www.cranbrook.wa.gov.au/wp-content/uploads/2023/08/2023-Policy-Manual.pdf,lga_ShireofCranbrook_20230920_2023PolicyManualNCCP.pdf,LGA52240,LGA52240_1,284
Inner West,Inner West Council Climate and Renewables Strategy,https://www.innerwest.nsw.gov.au/ArticleDocuments/12126/Inner%20West%20Council%20Climate%20and%20Renewables%20Strategy.pdf.aspx,lga_CroydonInnerWestCouncil_20230901_InnerWestCouncilClimateandRenewablesStrategy.pdf,LGA14170,LGA14170_1,42
Cuballing,Annual Report 2021 2022 NCCP,https://www.cuballing.wa.gov.au/documents/4532/annual-report-20212022,lga_ShireofCuballing_20230920_AnnualReport20212022NCCP.pdf,LGA52310,LGA52310_1,73
Cue,POLICY MANUAL 2020 Updated 1 Aug 2022 NCCP,https://www.cue.wa.gov.au/images/public_documents/Plans%20&%20Procedures/2022/POLICY%20MANUAL%202020%20Updated%201%20Aug%202022.pdf,lga_ShireofCue_20230920_POLICYMANUAL2020Updated1Aug2022NCCP.pdf,LGA52380,LGA52380_1,95
Dalwallinu,Register of Policies NCCP,https://www.dalwallinu.wa.gov.au/Profiles/dalwallinu/Assets/ClientData/Document-Centre/Policy_Manual/Register_of_Policies.pdf,lga_ShireofDalwallinu_20230920_RegisterofPoliciesNCCP.pdf,LGA52520,LGA52520_1,245
Dandaragan,Local Planning Strategy Final,https://www.dandaragan.wa.gov.au/Profiles/dandaragan/Assets/ClientData/Document-Centre/Local-Planning-Policies/SoD_Local_Planning_Strategy_Final.pdf,lga_ShireofDandaragan_20230920_LocalPlanningStrategyFinal.pdf,LGA52590,LGA52590_1,125
Denmark,Shire of Denmark Sustainability Program,https://www.denmark.wa.gov.au/Profiles/denmark/Assets/ClientData/Shire_of_Denmark_Sustainability_Program.pdf,lga_ShireofDenmark_20230901_ShireofDenmarkSustainabilityProgram.pdf,LGA52730,LGA52730_1,20
Denmark,Shire of Denmark Sustainability Action Plan FINAL,https://www.denmark.wa.gov.au/Profiles/denmark/Assets/ClientData/Shire_of_Denmark_Sustainability_Action_Plan_FINAL.pdf,lga_ShireofDenmark_20230901_ShireofDenmarkSustainabilityActionPlanFINAL.pdf,LGA52730,LGA52730_2,30
Denmark,Sustainability Strategy 2021-2031,https://www.denmark.wa.gov.au/Profiles/denmark/Assets/ClientData/Sustainability_Strategy_2021-2031.pdf,lga_ShireofDenmark_20230901_SustainabilityStrategy2021-2031.pdf,LGA52730,LGA52730_3,24
Denmark,CoastalReserveManagement,https://www.denmark.wa.gov.au/Profiles/denmark/Assets/ClientData/Coastal_Reserve_Management.pdf,lga_ShireofDenmark_20230901_CoastalReserveManagement.pdf,LGA52730,LGA52730_4,22
Dorset,Dorset Municipal Emergency Management Plan - June 2021 Issue 8,https://www.dorset.tas.gov.au/volumes/documents/Emergency%20Management/Dorset%20Municipal%20Emergency%20Management%20Plan%20-%20June%202021%20Issue%208.pdf,lga_DorsetCouncil_20230901_DorsetMunicipalEmergencyManagementPlan-June2021Issue8.pdf,LGA61810,LGA61810_1,78
Dorset,1 percent Climate Change AEP Flood Scenario Map,https://www.dorset.tas.gov.au/volumes/documents/Emergency%20Management/1%20Pert%20Climate%20Change%20AEP%20Flood%20Scenario%20Map.pdf,lga_DorsetCouncil_20230901_1percentClimateChangeAEPFloodScenarioMap.pdf,LGA61810,LGA61810_2,1
Douglas,5.3 Climate Change Council Operations General Policy,https://douglas.qld.gov.au/download/council_meetings/meeting_agendas/5.3-Climate-Change-Council-Operations-General-Policy.pdf,lga_DouglasShireCouncil_20230901_5.3ClimateChangeCouncilOperationsGeneralPolicy.pdf,LGA32810,LGA32810_1,6
Dowerin,Shire of Dowerin Policy Manual NCCP,https://www.dowerin.wa.gov.au/Profiles/dowerin/Assets/ClientData/Policy_Manual_-_as_at_March_2023.pdf,lga_ShireofDowerin_20230905_ShireofDowerinPolicyManualNCCP.pdf,LGA52940,LGA52940_1,218
